ligand_id,status,err_file,matched_line,target_from_fname,split_from_fname,jobid_from_fname
abl1_decoy_000264,fail,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,[2025-Dec-29 04:08:08 KST] WARNING -Failed on ['abl1_decoy_000264']: No edges and no nodes,,,
abl1_decoy_000315,fail,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,"314it [2:05:04, 25.09s/it][2025-Dec-29 04:26:35 KST] WARNING -Failed on ['abl1_decoy_000315']: No edges and no nodes",,,
abl1_decoy_000911,fail,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,"910it [6:54:43, 32.66s/it][2025-Dec-29 09:16:14 KST] WARNING -Failed on ['abl1_decoy_000911']: No edges and no nodes",,,
abl1_decoy_001119,fail,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,[2025-Dec-29 11:02:31 KST] WARNING -Failed on ['abl1_decoy_001119']: No edges and no nodes,,,
abl1_decoy_001429,fail,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,[2025-Dec-29 13:45:19 KST] WARNING -Failed on ['abl1_decoy_001429']: No edges and no nodes,,,
abl1_decoy_001900,fail,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,[2025-Dec-29 17:38:58 KST] WARNING -Failed on ['abl1_decoy_001900']: No edges and no nodes,,,
abl1_decoy_001907,fail,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,[2025-Dec-29 17:41:56 KST] WARNING -Failed on ['abl1_decoy_001907']: No edges and no nodes,,,
abl1_decoy_002119,fail,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,"2118it [17:14:48, 36.75s/it][2025-Dec-29 19:36:19 KST] WARNING -Failed on ['abl1_decoy_002119']: No edges and no nodes",,,
abl1_decoy_002245,fail,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,[2025-Dec-29 20:39:52 KST] WARNING -Failed on ['abl1_decoy_002245']: No edges and no nodes,,,
abl1_decoy_002346,fail,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,"2345it [19:08:04, 33.62s/it][2025-Dec-29 21:29:36 KST] WARNING -Failed on ['abl1_decoy_002346']: No edges and no nodes",,,
abl1_decoy_002523,fail,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,[2025-Dec-29 23:05:09 KST] WARNING -Failed on ['abl1_decoy_002523']: No edges and no nodes,,,
abl1_decoy_002704,fail,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,"2703it [22:18:34, 32.61s/it][2025-Dec-30 00:40:06 KST] WARNING -Failed on ['abl1_decoy_002704']: No edges and no nodes",,,
abl1_decoy_003098,fail,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,[2025-Dec-30 03:49:32 KST] WARNING -Failed on ['abl1_decoy_003098']: No edges and no nodes,,,
abl1_decoy_003257,fail,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,[2025-Dec-30 05:11:01 KST] WARNING -Failed on ['abl1_decoy_003257']: No edges and no nodes,,,
abl1_decoy_003803,fail,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,[2025-Dec-30 09:48:14 KST] WARNING -Failed on ['abl1_decoy_003803']: No edges and no nodes,,,
abl1_decoy_003804,fail,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,[2025-Dec-30 09:48:19 KST] WARNING -Failed on ['abl1_decoy_003804']: No edges and no nodes,,,
abl1_decoy_003805,fail,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,[2025-Dec-30 09:48:24 KST] WARNING -Failed on ['abl1_decoy_003805']: No edges and no nodes,,,
abl1_decoy_003826,fail,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,[2025-Dec-30 09:58:05 KST] WARNING -Failed on ['abl1_decoy_003826']: No edges and no nodes,,,
abl1_decoy_003871,fail,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,"3870it [31:58:04, 29.44s/it][2025-Dec-30 10:19:36 KST] WARNING -Failed on ['abl1_decoy_003871']: No edges and no nodes",,,
abl1_decoy_003970,fail,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,"3969it [32:47:22, 26.09s/it][2025-Dec-30 11:08:54 KST] WARNING -Failed on ['abl1_decoy_003970']: No edges and no nodes",,,
abl1_decoy_004025,fail,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,[2025-Dec-30 11:35:09 KST] WARNING -Failed on ['abl1_decoy_004025']: No edges and no nodes,,,
abl1_decoy_004328,fail,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,[2025-Dec-30 13:47:19 KST] WARNING -Failed on ['abl1_decoy_004328']: No edges and no nodes,,,
abl1_decoy_004354,fail,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,[2025-Dec-30 13:58:06 KST] WARNING -Failed on ['abl1_decoy_004354']: No edges and no nodes,,,
abl1_decoy_004481,fail,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,[2025-Dec-30 14:55:10 KST] WARNING -Failed on ['abl1_decoy_004481']: No edges and no nodes,,,
abl1_decoy_005143,fail,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,[2025-Dec-30 19:34:35 KST] WARNING -Failed on ['abl1_decoy_005143']: No edges and no nodes,,,
abl1_decoy_005375,fail,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,"5374it [42:49:40, 24.06s/it][2025-Dec-30 21:11:11 KST] WARNING -Failed on ['abl1_decoy_005375']: No edges and no nodes",,,
abl1_decoy_006132,fail,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,[2025-Dec-31 02:45:36 KST] WARNING -Failed on ['abl1_decoy_006132']: No edges and no nodes,,,
abl1_decoy_006190,fail,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,[2025-Dec-31 03:13:19 KST] WARNING -Failed on ['abl1_decoy_006190']: No edges and no nodes,,,
abl1_decoy_006424,fail,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,[2025-Dec-31 05:15:27 KST] WARNING -Failed on ['abl1_decoy_006424']: No edges and no nodes,,,
abl1_decoy_006477,fail,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,[2025-Dec-31 05:43:17 KST] WARNING -Failed on ['abl1_decoy_006477']: No edges and no nodes,,,
abl1_decoy_006798,fail,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,"6797it [54:04:35, 26.67s/it][2025-Dec-31 08:26:06 KST] WARNING -Failed on ['abl1_decoy_006798']: No edges and no nodes",,,
abl1_decoy_006835,fail,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,"6834it [54:20:56, 27.93s/it][2025-Dec-31 08:42:27 KST] WARNING -Failed on ['abl1_decoy_006835']: No edges and no nodes",,,
abl1_decoy_006864,fail,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,[2025-Dec-31 08:56:02 KST] WARNING -Failed on ['abl1_decoy_006864']: No edges and no nodes,,,
abl1_decoy_006944,fail,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,[2025-Dec-31 09:34:27 KST] WARNING -Failed on ['abl1_decoy_006944']: No edges and no nodes,,,
abl1_decoy_007029,fail,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,[2025-Dec-31 10:18:39 KST] WARNING -Failed on ['abl1_decoy_007029']: No edges and no nodes,,,
abl1_decoy_007088,fail,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,[2025-Dec-31 10:49:33 KST] WARNING -Failed on ['abl1_decoy_007088']: No edges and no nodes,,,
abl1_decoy_007102,fail,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,[2025-Dec-31 10:55:16 KST] WARNING -Failed on ['abl1_decoy_007102']: No edges and no nodes,,,
abl1_decoy_007103,fail,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,"7102it [56:33:47, 18.09s/it][2025-Dec-31 10:55:19 KST] WARNING -Failed on ['abl1_decoy_007103']: No edges and no nodes",,,
abl1_decoy_007486,fail,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,[2025-Dec-31 14:14:35 KST] WARNING -Failed on ['abl1_decoy_007486']: No edges and no nodes,,,
abl1_decoy_007624,fail,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,"7623it [61:01:15, 25.98s/it][2025-Dec-31 15:22:46 KST] WARNING -Failed on ['abl1_decoy_007624']: No edges and no nodes",,,
abl1_decoy_007946,fail,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,[2025-Dec-31 18:07:30 KST] WARNING -Failed on ['abl1_decoy_007946']: No edges and no nodes,,,
abl1_decoy_007962,fail,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,[2025-Dec-31 18:15:13 KST] WARNING -Failed on ['abl1_decoy_007962']: No edges and no nodes,,,
abl1_decoy_008053,fail,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,[2025-Dec-31 19:03:23 KST] WARNING -Failed on ['abl1_decoy_008053']: No edges and no nodes,,,
abl1_decoy_008194,fail,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,[2025-Dec-31 20:12:36 KST] WARNING -Failed on ['abl1_decoy_008194']: No edges and no nodes,,,
abl1_decoy_008255,fail,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,[2025-Dec-31 20:40:39 KST] WARNING -Failed on ['abl1_decoy_008255']: No edges and no nodes,,,
abl1_decoy_008778,fail,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,"8777it [70:20:04, 24.72s/it][2026-Jan-01 00:41:35 KST] WARNING -Failed on ['abl1_decoy_008778']: No edges and no nodes",,,
abl1_decoy_008865,fail,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,[2026-Jan-01 01:16:48 KST] WARNING -Failed on ['abl1_decoy_008865']: No edges and no nodes,,,
abl1_decoy_008914,fail,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,"8913it [71:19:36, 31.21s/it][2026-Jan-01 01:41:08 KST] WARNING -Failed on ['abl1_decoy_008914']: No edges and no nodes",,,
abl1_decoy_008919,fail,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,[2026-Jan-01 01:43:20 KST] WARNING -Failed on ['abl1_decoy_008919']: No edges and no nodes,,,
abl1_decoy_009062,fail,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,[2026-Jan-01 02:51:16 KST] WARNING -Failed on ['abl1_decoy_009062']: No edges and no nodes,,,
abl1_decoy_009170,fail,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,[2026-Jan-01 03:42:12 KST] WARNING -Failed on ['abl1_decoy_009170']: No edges and no nodes,,,
abl1_decoy_009172,fail,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,[2026-Jan-01 03:42:49 KST] WARNING -Failed on ['abl1_decoy_009172']: No edges and no nodes,,,
abl1_decoy_009173,fail,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,"9172it [73:21:20, 18.93s/it][2026-Jan-01 03:42:52 KST] WARNING -Failed on ['abl1_decoy_009173']: No edges and no nodes",,,
abl1_decoy_009186,fail,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,[2026-Jan-01 03:48:35 KST] WARNING -Failed on ['abl1_decoy_009186']: No edges and no nodes,,,
abl1_decoy_009364,fail,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,[2026-Jan-01 05:18:20 KST] WARNING -Failed on ['abl1_decoy_009364']: No edges and no nodes,,,
abl1_decoy_009554,fail,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,[2026-Jan-01 06:47:13 KST] WARNING -Failed on ['abl1_decoy_009554']: No edges and no nodes,,,
abl1_decoy_009581,fail,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,[2026-Jan-01 07:00:13 KST] WARNING -Failed on ['abl1_decoy_009581']: No edges and no nodes,,,
abl1_decoy_009796,fail,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,[2026-Jan-01 08:44:33 KST] WARNING -Failed on ['abl1_decoy_009796']: No edges and no nodes,,,
abl1_decoy_010845,fail,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,[2026-Jan-01 16:36:55 KST] WARNING -Failed on ['abl1_decoy_010845']: No edges and no nodes,,,
abl1_decoy_010860,fail,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,[2026-Jan-01 16:43:36 KST] WARNING -Failed on ['abl1_decoy_010860']: No edges and no nodes,,,
abl1_decoy_000331,skip_test_missing,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,"330it [2:11:47, 26.46s/it][2025-Dec-29 04:34:06 KST] WARNING -The test dataset did not contain abl1_decoy_000331 for [H]C1=C([H])[C@]2([H])N=Nc3c(nc4sc(C(=O)N([H])[H])c(N([H])[H])c4c3-c3c([H])c([H])c(C([H])([H])[H])c([H])c3[H])[C@@]2([H])C([H])=C1[H] and /home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb. We are skipping this complex.",,,
abl1_decoy_000891,skip_test_missing,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,"890it [6:43:34, 30.66s/it][2025-Dec-29 09:05:51 KST] WARNING -The test dataset did not contain abl1_decoy_000891 for [H]C1=NC2=NC([H])=N[C@]2([H])C(N2N([H])C(C([H])([H])[H])=C3[C@]2([H])N([H])C(=O)C([H])([H])S[C@]3([H])c2c(Cl)c([H])c([H])c([H])c2Cl)=N1 and /home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb. We are skipping this complex.",,,
abl1_decoy_002809,skip_test_missing,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,"2808it [23:14:34, 28.63s/it][2025-Dec-30 01:37:14 KST] WARNING -The test dataset did not contain abl1_decoy_002809 for [H]C1=N[C@]2([H])C([H])=C([H])C(N([H])C(=O)C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)N3C([H])([H])C([H])([H])C4=c5c([H])c([H])c([H])c([H])c5=[N+]([H])[C@@]4([H])C3([H])[H])=C([H])C2=C1[H] and /home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb. We are skipping this complex.",,,
abl1_decoy_002865,skip_test_missing,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,"2864it [23:40:29, 27.52s/it][2025-Dec-30 02:02:59 KST] WARNING -The test dataset did not contain abl1_decoy_002865 for [H]C1=N[C@]2([H])C([H])=C([H])C([C@@]([H])(N([H])c3nc(C4=C([H])N([H])N(C([H])([H])C([H])([H])C([H])([H])[H])[C@]4([H])C([H])([H])[H])c([H])c([H])[n+]3[H])C([H])([H])[H])=C([H])C2=C1[H] and /home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb. We are skipping this complex.",,,
abl1_decoy_003224,skip_test_missing,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,"3223it [26:31:05, 32.29s/it][2025-Dec-30 04:54:33 KST] WARNING -The test dataset did not contain abl1_decoy_003224 for [H]C1=C([H])C2=c3c([H])c([H])c([H])c([H])c3=[N+]([H])[C@]2([H])C([H])=C1OC([H])([H])C(=O)N([H])[C@@]1([H])SC2=C(C([H])([H])C([H])([H])C([H])([H])C2([H])[H])[C@]1([H])C(=O)N([H])C([H])([H])C([H])([H])OC([H])([H])[H] and /home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb. We are skipping this complex.",,,
abl1_decoy_005863,skip_test_missing,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,"5862it [46:08:35, 29.34s/it][2025-Dec-31 00:31:09 KST] WARNING -The test dataset did not contain abl1_decoy_005863 for [H]C1=C2C(=O)N(C([H])([H])C([H])([H])C3=c4c([H])c(F)c([H])c([H])c4=[N+]([H])C3([H])[H])C([H])=C([H])[C@]2([H])n2nc(-c3c([H])c([H])c([H])c([H])c3[H])nc2N1[H] and /home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb. We are skipping this complex.",,,
abl1_decoy_008084,skip_test_missing,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,"8083it [64:55:39, 30.53s/it][2025-Dec-31 19:18:35 KST] WARNING -The test dataset did not contain abl1_decoy_008084 for [H]C1=C([H])[C@@]2([H])N=C(C([H])([H])[H])C(C([H])([H])[H])=C2C([H])=C1[C@@]1([H])N([H])N=C(SC([H])([H])C(=O)N([H])c2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])N1C([H])([H])c1c([H])c([H])c([H])c([H])c1[H] and /home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb. We are skipping this complex.",,,
abl1_decoy_008483,skip_test_missing,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,"8482it [68:09:51, 27.63s/it][2025-Dec-31 22:32:09 KST] WARNING -The test dataset did not contain abl1_decoy_008483 for [H]c1c([H])c(C2=C(c3c([H])c([H])c(C([H])([H])[H])c([H])c3C([H])([H])[H])N=C3N(C([H])([H])[H])C(=O)N=C([O-])[C@@]32[H])c([H])c([H])c1OC([H])([H])[H] and /home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb. We are skipping this complex.",,,
abl1_decoy_008755,skip_test_missing,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,"8754it [70:10:18, 22.73s/it][2026-Jan-01 00:32:21 KST] WARNING -The test dataset did not contain abl1_decoy_008755 for [H]C1=N[C@]2([H])C([H])=C([H])C(N([H])C(=O)[C@]3([H])C4=C(ON3[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])=C([H])C2=C1[H] and /home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb. We are skipping this complex.",,,
abl1_decoy_008756,skip_test_missing,/home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/logs/diffdock_abl1_dec_104138.err,"8755it [70:10:52, 26.17s/it][2026-Jan-01 00:32:56 KST] WARNING -The test dataset did not contain abl1_decoy_008756 for [H]C1=N[C@]2([H])C([H])=C([H])C(N([H])C(=O)[C@@]3([H])C4=C(ON3[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])=C([H])C2=C1[H] and /home/deepfold/users/hosung/dataset/DUD-E/dude_raw/abl1/receptor.pdb. We are skipping this complex.",,,
